MeasurementID,DateID,TimeID,Datetime,ReadingID,CO_Concentration,NMHC_Concentration,Benzene_Concentration,NOx_Concentration,NO2_Concentration,Temperature,Relative_Humidity,Absolute_Humidity,Day,Month,Year,Hour,Minute,Second,PT08_S1,PT08_S2,PT08_S3,PT08_S4,PT08_S5
5384,5384,5384,21/10/2004 1:00,5384,3.3,-200,15.4,335,91,21.3,70.3,1.7574,21,10,2004,1,0,0,1289,1161,552,1765,1289
5385,5385,5385,21/10/2004 2:00,5385,2,-200,9.3,210,77,20.8,71.7,1.7415,21,10,2004,2,0,0,1109,951,664,1570,1076
5386,5386,5386,21/10/2004 3:00,5386,1.5,-200,6,-200,-200,21.4,69,1.7421,21,10,2004,3,0,0,994,812,784,1453,947
5387,5387,5387,21/10/2004 4:00,5387,-200,-200,6.6,99,59,21.4,69.3,1.7515,21,10,2004,4,0,0,1015,839,754,1473,970
5388,5388,5388,21/10/2004 5:00,5388,0.8,-200,5.1,149,60,21.3,69.5,1.7447,21,10,2004,5,0,0,966,771,830,1420,900
5389,5389,5389,21/10/2004 6:00,5389,1.3,-200,8.8,203,72,21.5,67.5,1.708,21,10,2004,6,0,0,1088,932,706,1565,1034
5390,5390,5390,21/10/2004 7:00,5390,2.7,-200,16.6,332,83,21.9,64.8,1.683,21,10,2004,7,0,0,1303,1198,578,1791,1235
5391,5391,5391,21/10/2004 8:00,5391,3.6,-200,24.3,446,104,22.6,61.4,1.6645,21,10,2004,8,0,0,1440,1412,494,2016,1455
5392,5392,5392,21/10/2004 9:00,5392,3.6,-200,20.6,524,119,22.6,61.5,1.6636,21,10,2004,9,0,0,1392,1313,517,1866,1478
5393,5393,5393,21/10/2004 10:00,5393,2.6,-200,15.6,347,105,25.5,52.3,1.6796,21,10,2004,10,0,0,1248,1167,572,1704,1393
5394,5394,5394,21/10/2004 11:00,5394,2,-200,12.2,273,91,27,47.6,1.67,21,10,2004,11,0,0,1197,1058,634,1626,1237
5395,5395,5395,21/10/2004 12:00,5395,3.3,-200,17.7,404,103,25.2,53.3,1.6834,21,10,2004,12,0,0,1357,1230,542,1834,1373
5396,5396,5396,21/10/2004 13:00,5396,2.6,-200,14.8,-200,-200,26.6,49.3,1.6872,21,10,2004,13,0,0,1263,1143,578,1736,1310
5397,5397,5397,21/10/2004 14:00,5397,2.1,-200,15,312,111,27.2,48.5,1.7172,21,10,2004,14,0,0,1261,1148,585,1733,1287
5398,5398,5398,21/10/2004 15:00,5398,2.9,-200,16.7,369,101,26.9,50,1.7507,21,10,2004,15,0,0,1382,1200,539,1807,1413
5399,5399,5399,21/10/2004 16:00,5399,3,-200,17.7,362,102,26.5,52.2,1.7769,21,10,2004,16,0,0,1400,1230,519,1864,1483
5400,5400,5400,21/10/2004 17:00,5400,3.2,-200,20.9,335,101,27,51,1.7936,21,10,2004,17,0,0,1443,1322,488,1933,1539
5401,5401,5401,21/10/2004 18:00,5401,4.4,-200,28.7,447,118,25.9,55.8,1.8347,21,10,2004,18,0,0,1630,1520,427,2166,1691
5402,5402,5402,21/10/2004 19:00,5402,6,-200,34.8,576,120,25.1,59.4,1.8632,21,10,2004,19,0,0,1720,1661,382,2403,1846
5403,5403,5403,21/10/2004 20:00,5403,5,-200,27.5,486,107,24.7,58.7,1.8001,21,10,2004,20,0,0,1600,1492,432,2160,1665
5404,5404,5404,21/10/2004 21:00,5404,4.3,-200,24.9,439,104,23.6,62.2,1.7863,21,10,2004,21,0,0,1525,1427,450,2085,1577
5405,5405,5405,21/10/2004 22:00,5405,4.3,-200,24.2,462,91,22.4,67.1,1.794,21,10,2004,22,0,0,1544,1409,448,2048,1603
5406,5406,5406,21/10/2004 23:00,5406,4.2,-200,22.2,441,91,21.6,69.2,1.763,21,10,2004,23,0,0,1455,1357,466,1964,1530
5407,5407,5407,22/10/2004 0:00,5407,2.2,-200,13.2,223,74,21.3,68.5,1.7164,22,10,2004,0,0,0,1203,1090,593,1655,1205
5408,5408,5408,22/10/2004 1:00,5408,1.3,-200,7.9,126,63,21.2,68.6,1.7046,22,10,2004,1,0,0,1038,895,714,1474,999
5409,5409,5409,22/10/2004 2:00,5409,1,-200,5.9,116,57,20.3,70.6,1.6659,22,10,2004,2,0,0,975,807,788,1423,904
5410,5410,5410,22/10/2004 3:00,5410,0.7,-200,4.1,-200,-200,20.8,67.3,1.6353,22,10,2004,3,0,0,917,714,870,1355,843
5411,5411,5411,22/10/2004 4:00,5411,-200,-200,4.6,125,48,19.6,71.3,1.612,22,10,2004,4,0,0,930,741,849,1392,843
5412,5412,5412,22/10/2004 5:00,5412,0.9,-200,5.8,198,49,18.7,74.4,1.5861,22,10,2004,5,0,0,960,804,802,1435,886
5413,5413,5413,22/10/2004 6:00,5413,1,-200,6.5,185,55,19.8,69.2,1.5808,22,10,2004,6,0,0,982,834,770,1435,911
5414,5414,5414,22/10/2004 7:00,5414,2.8,-200,19.5,425,78,19.8,69.4,1.5859,22,10,2004,7,0,0,1359,1282,541,1912,1319
5415,5415,5415,22/10/2004 8:00,5415,4.1,-200,28,465,91,20.4,66.7,1.5781,22,10,2004,8,0,0,1500,1503,437,2158,1927
5416,5416,5416,22/10/2004 9:00,5416,2.9,-200,18.7,341,88,22.3,60.6,1.6069,22,10,2004,9,0,0,1315,1261,535,1830,1554
5417,5417,5417,22/10/2004 10:00,5417,2.7,-200,18.3,316,83,22.6,59.9,1.6246,22,10,2004,10,0,0,1307,1248,525,1787,1565
5418,5418,5418,22/10/2004 11:00,5418,2.1,-200,14.3,241,81,24.5,54.5,1.6514,22,10,2004,11,0,0,1235,1125,574,1704,1462
5419,5419,5419,22/10/2004 12:00,5419,2.4,-200,16.5,266,83,24.4,55.4,1.6712,22,10,2004,12,0,0,1310,1194,538,1781,1487
5420,5420,5420,22/10/2004 13:00,5420,3.8,-200,22.9,412,111,26,51.9,1.7148,22,10,2004,13,0,0,1459,1375,467,2007,1690
5421,5421,5421,22/10/2004 14:00,5421,3.7,-200,22.3,394,112,26.8,49.1,1.7101,22,10,2004,14,0,0,1461,1358,474,2033,1603
5422,5422,5422,22/10/2004 15:00,5422,3.7,-200,22,365,112,26.4,49.8,1.6928,22,10,2004,15,0,0,1476,1352,474,1996,1568
5423,5423,5423,22/10/2004 16:00,5423,5.5,-200,27.7,548,137,26.9,48.6,1.7017,22,10,2004,16,0,0,1612,1496,429,2127,1743
5424,5424,5424,22/10/2004 17:00,5424,5.4,-200,29.8,494,152,26.2,48.9,1.634,22,10,2004,17,0,0,1654,1546,435,2176,2007
5425,5425,5425,22/10/2004 18:00,5425,8.4,-200,40,686,163,24.3,54.3,1.6276,22,10,2004,18,0,0,1808,1771,373,2486,2235
5426,5426,5426,22/10/2004 19:00,5426,6.8,-200,35.1,556,135,23.3,58.1,1.6457,22,10,2004,19,0,0,1681,1666,397,2339,1998
5427,5427,5427,22/10/2004 20:00,5427,4.5,-200,25.5,467,119,22.3,62.5,1.6616,22,10,2004,20,0,0,1494,1443,454,2020,1795
5428,5428,5428,22/10/2004 21:00,5428,2.5,-200,13.7,297,91,21.3,66.1,1.6556,22,10,2004,21,0,0,1251,1107,579,1657,1407
5429,5429,5429,22/10/2004 22:00,5429,1.6,-200,9.7,164,74,21.2,65.7,1.6319,22,10,2004,22,0,0,1132,965,669,1502,1211
5430,5430,5430,22/10/2004 23:00,5430,1.7,-200,9.8,196,73,20.3,68.1,1.6009,22,10,2004,23,0,0,1158,970,664,1509,1202
5431,5431,5431,23/10/2004 0:00,5431,1.7,-200,10.1,201,71,20.4,66.7,1.583,23,10,2004,0,0,0,1146,983,673,1518,1136
5432,5432,5432,23/10/2004 1:00,5432,1.1,-200,6,132,57,19.9,67.5,1.5544,23,10,2004,1,0,0,993,813,792,1413,946
5433,5433,5433,23/10/2004 2:00,5433,1,-200,6,146,51,19.1,70,1.5331,23,10,2004,2,0,0,989,814,800,1418,915
5434,5434,5434,23/10/2004 3:00,5434,0.8,-200,4.6,-200,-200,19.3,68.1,1.5139,23,10,2004,3,0,0,943,746,852,1374,864
5435,5435,5435,23/10/2004 4:00,5435,-200,-200,4,94,42,19.6,66.9,1.5125,23,10,2004,4,0,0,910,712,872,1341,836
5436,5436,5436,23/10/2004 5:00,5436,0.7,-200,4.6,127,43,18.1,72.1,1.4834,23,10,2004,5,0,0,925,742,876,1381,842
5437,5437,5437,23/10/2004 6:00,5437,1.2,-200,7.6,217,52,18.1,72.3,1.4927,23,10,2004,6,0,0,1039,882,724,1473,1002
5438,5438,5438,23/10/2004 7:00,5438,2.3,-200,13.6,394,65,17.6,74.8,1.491,23,10,2004,7,0,0,1208,1104,598,1699,1165
5439,5439,5439,23/10/2004 8:00,5439,3,-200,16,511,69,18.2,72.8,1.5048,23,10,2004,8,0,0,1268,1179,545,1753,1294
5440,5440,5440,23/10/2004 9:00,5440,3.3,-200,18.9,523,91,20.2,65.8,1.5374,23,10,2004,9,0,0,1353,1265,507,1833,1475
5441,5441,5441,23/10/2004 10:00,5441,2.8,-200,15.7,471,92,21.6,61.4,1.5696,23,10,2004,10,0,0,1317,1171,542,1727,1436
5442,5442,5442,23/10/2004 11:00,5442,3,-200,16.2,441,102,23.3,57.5,1.6169,23,10,2004,11,0,0,1356,1187,534,1738,1465
5443,5443,5443,23/10/2004 12:00,5443,3.4,-200,19.4,414,118,25,52.4,1.6356,23,10,2004,12,0,0,1414,1279,504,1854,1583
5444,5444,5444,23/10/2004 13:00,5444,3,-200,16.9,317,111,25.4,50.8,1.6275,23,10,2004,13,0,0,1326,1206,533,1785,1432
5445,5445,5445,23/10/2004 14:00,5445,2.3,-200,12.5,230,101,26.1,47.1,1.5724,23,10,2004,14,0,0,1211,1067,609,1608,1270
5446,5446,5446,23/10/2004 15:00,5446,3.1,-200,15.8,365,119,27,44.2,1.549,23,10,2004,15,0,0,1324,1173,564,1749,1354
5447,5447,5447,23/10/2004 16:00,5447,3,-200,16,360,115,27.2,43,1.5246,23,10,2004,16,0,0,1324,1181,565,1747,1318
5448,5448,5448,23/10/2004 17:00,5448,3.3,-200,16.3,420,120,25.6,48.3,1.5641,23,10,2004,17,0,0,1361,1189,549,1776,1351
5449,5449,5449,23/10/2004 18:00,5449,4,-200,21,475,115,23.3,57.9,1.6376,23,10,2004,18,0,0,1475,1324,490,1925,1530
5450,5450,5450,23/10/2004 19:00,5450,4.6,-200,23.1,526,118,22.2,63.6,1.6763,23,10,2004,19,0,0,1537,1381,469,2016,1615
5451,5451,5451,23/10/2004 20:00,5451,4.1,-200,17.7,460,117,21.6,67.7,1.7228,23,10,2004,20,0,0,1413,1231,520,1853,1415
5452,5452,5452,23/10/2004 21:00,5452,2.3,-200,12.2,255,96,21,69.3,1.7058,23,10,2004,21,0,0,1229,1055,607,1668,1219
5453,5453,5453,23/10/2004 22:00,5453,2.6,-200,14.6,283,89,20.3,70.5,1.6599,23,10,2004,22,0,0,1297,1136,567,1725,1307
5454,5454,5454,23/10/2004 23:00,5454,2.6,-200,13.1,271,84,20,69.5,1.6109,23,10,2004,23,0,0,1302,1088,594,1639,1297
5455,5455,5455,24/10/2004 0:00,5455,2.9,-200,15.5,315,97,19.7,70.1,1.5891,24,10,2004,0,0,0,1347,1165,573,1741,1321
5456,5456,5456,24/10/2004 1:00,5456,2.1,-200,11.8,227,68,19.5,70.7,1.5851,24,10,2004,1,0,0,1165,1042,631,1621,1133
5457,5457,5457,24/10/2004 2:00,5457,2.1,-200,10.9,243,66,19.4,71.4,1.5959,24,10,2004,2,0,0,1155,1012,633,1577,1124
5458,5458,5458,24/10/2004 3:00,5458,1.5,-200,8.4,-200,-200,19.3,71.1,1.5746,24,10,2004,3,0,0,1050,916,696,1512,997
5459,5459,5459,24/10/2004 4:00,5459,-200,-200,7,142,51,18.7,73.8,1.5704,24,10,2004,4,0,0,1035,855,731,1467,952
5460,5460,5460,24/10/2004 5:00,5460,1.4,-200,8.6,139,48,18,75.4,1.5441,24,10,2004,5,0,0,1057,925,684,1503,972
5461,5461,5461,24/10/2004 6:00,5461,1.2,-200,7.5,182,47,17.3,78.4,1.532,24,10,2004,6,0,0,1029,880,709,1451,965
5462,5462,5462,24/10/2004 7:00,5462,1.5,-200,8.1,196,48,17.5,76.6,1.5174,24,10,2004,7,0,0,1037,902,704,1481,984
5463,5463,5463,24/10/2004 8:00,5463,0.9,-200,4.8,108,45,20,66.7,1.5401,24,10,2004,8,0,0,920,755,853,1359,880
5464,5464,5464,24/10/2004 9:00,5464,1.4,-200,7.8,175,59,19.1,70,1.5366,24,10,2004,9,0,0,1080,891,732,1477,1001
5465,5465,5465,24/10/2004 10:00,5465,2.1,-200,9.7,266,84,21.4,61.7,1.5547,24,10,2004,10,0,0,1152,966,661,1542,1137
5466,5466,5466,24/10/2004 11:00,5466,1.6,-200,8.4,179,72,24.6,50.4,1.5363,24,10,2004,11,0,0,1085,918,721,1467,1023
5467,5467,5467,24/10/2004 12:00,5467,1.5,-200,7.6,154,68,25,49.1,1.5295,24,10,2004,12,0,0,1071,882,745,1431,962
5468,5468,5468,24/10/2004 13:00,5468,1.1,-200,5.9,95,52,25.3,46.7,1.4874,24,10,2004,13,0,0,1000,807,811,1376,825
5469,5469,5469,24/10/2004 14:00,5469,1.4,-200,7.4,151,70,24.8,47.9,1.4819,24,10,2004,14,0,0,1058,875,756,1421,877
5470,5470,5470,24/10/2004 15:00,5470,2,-200,10.1,230,90,25.3,48,1.5249,24,10,2004,15,0,0,1184,983,667,1537,1046
5471,5471,5471,24/10/2004 16:00,5471,2,-200,9.7,239,87,26.5,44.9,1.5278,24,10,2004,16,0,0,1189,965,670,1533,1060
5472,5472,5472,24/10/2004 17:00,5472,2.5,-200,11.8,306,99,25,50.1,1.563,24,10,2004,17,0,0,1277,1043,614,1631,1155
5473,5473,5473,24/10/2004 18:00,5473,4.3,-200,20.3,472,128,22.9,57.6,1.5885,24,10,2004,18,0,0,1482,1305,503,1874,1464
5474,5474,5474,24/10/2004 19:00,5474,5.2,-200,24.3,532,127,21.7,62.9,1.6117,24,10,2004,19,0,0,1555,1410,464,1971,2185
5475,5475,5475,24/10/2004 20:00,5475,3.4,-200,15.6,375,99,21.8,63,1.619,24,10,2004,20,0,0,1324,1168,568,1716,1959
5476,5476,5476,24/10/2004 21:00,5476,1.3,-200,7.3,147,72,21.2,63.4,1.5748,24,10,2004,21,0,0,1015,869,747,1439,1375
5477,5477,5477,24/10/2004 22:00,5477,1.2,-200,7.1,118,62,20.2,65.8,1.535,24,10,2004,22,0,0,1010,860,768,1450,1212
5478,5478,5478,24/10/2004 23:00,5478,1.7,-200,9,181,62,18.4,71.5,1.5038,24,10,2004,23,0,0,1081,938,697,1517,1273
5479,5479,5479,25/10/2004 0:00,5479,1.7,-200,8.9,209,63,17.9,72.4,1.4758,25,10,2004,0,0,0,1071,936,695,1516,1249
5480,5480,5480,25/10/2004 1:00,5480,1.4,-200,7.2,167,56,16.9,75.4,1.4393,25,10,2004,1,0,0,1014,864,745,1474,1097
5481,5481,5481,25/10/2004 2:00,5481,0.9,-200,4.4,112,44,16.5,75.5,1.4056,25,10,2004,2,0,0,891,735,878,1353,933
5482,5482,5482,25/10/2004 3:00,5482,0.7,-200,4.1,-200,-200,15.4,79,1.3735,25,10,2004,3,0,0,874,715,889,1315,858
5483,5483,5483,25/10/2004 4:00,5483,-200,-200,4.3,108,37,15.5,78.6,1.37,25,10,2004,4,0,0,882,729,875,1319,870
5484,5484,5484,25/10/2004 5:00,5484,0.9,-200,5.9,181,48,16.2,76.9,1.4029,25,10,2004,5,0,0,940,806,800,1392,1013
5485,5485,5485,25/10/2004 6:00,5485,1.2,-200,7.2,253,59,15.8,79.6,1.417,25,10,2004,6,0,0,1020,866,749,1440,1087
5486,5486,5486,25/10/2004 7:00,5486,3.2,-200,18.5,521,77,16,76.3,1.3772,25,10,2004,7,0,0,1316,1253,527,1780,1566
5487,5487,5487,25/10/2004 8:00,5487,4.4,-200,25,649,88,16.3,74.3,1.3644,25,10,2004,8,0,0,1423,1429,467,1998,1631
5488,5488,5488,25/10/2004 9:00,5488,3.5,-200,18.8,516,111,18.7,66.3,1.414,25,10,2004,9,0,0,1314,1262,531,1754,1564
5489,5489,5489,25/10/2004 10:00,5489,3.2,-200,19.5,487,114,20.5,60.2,1.4346,25,10,2004,10,0,0,1317,1283,518,1812,1601
5490,5490,5490,25/10/2004 11:00,5490,3,-200,18.2,529,108,19.3,66.2,1.4706,25,10,2004,11,0,0,1305,1245,524,1742,1539
5491,5491,5491,25/10/2004 12:00,5491,3.5,-200,20,565,111,20,63.9,1.4805,25,10,2004,12,0,0,1351,1298,498,1821,1577
5492,5492,5492,25/10/2004 13:00,5492,4,-200,24.8,558,126,21.4,59.4,1.4928,25,10,2004,13,0,0,1438,1425,451,1971,1732
5493,5493,5493,25/10/2004 14:00,5493,3.8,-200,23.1,568,117,21.5,60.9,1.5398,25,10,2004,14,0,0,1454,1380,457,1947,1672
5494,5494,5494,25/10/2004 15:00,5494,4.2,-200,25.5,605,119,21.6,60.9,1.5551,25,10,2004,15,0,0,1512,1441,432,2034,1744
5495,5495,5495,25/10/2004 16:00,5495,5,-200,32,666,125,21.6,62,1.5784,25,10,2004,16,0,0,1584,1597,392,2176,1845
5496,5496,5496,25/10/2004 17:00,5496,7.9,-200,46.3,814,158,21.7,61.9,1.592,25,10,2004,17,0,0,1816,1897,330,2641,2164
5497,5497,5497,25/10/2004 18:00,5497,8.4,-200,44.5,860,149,21,64.9,1.5987,25,10,2004,18,0,0,1824,1862,340,2567,2106
5498,5498,5498,25/10/2004 19:00,5498,8,-200,41,820,136,20,68.6,1.5882,25,10,2004,19,0,0,1744,1793,352,2469,2007
5499,5499,5499,25/10/2004 20:00,5499,6.4,-200,32.5,742,112,19.3,71.4,1.5805,25,10,2004,20,0,0,1588,1610,400,2230,1791
5500,5500,5500,25/10/2004 21:00,5500,3.5,-200,19.1,492,87,18.5,73.4,1.5461,25,10,2004,21,0,0,1319,1273,511,1806,1444
5501,5501,5501,25/10/2004 22:00,5501,3.5,-200,19.6,464,82,17.7,75.6,1.5226,25,10,2004,22,0,0,1313,1285,505,1803,1373
5502,5502,5502,25/10/2004 23:00,5502,1.9,-200,10.7,258,67,18.5,70.4,1.487,25,10,2004,23,0,0,1073,1005,661,1488,1110
5503,5503,5503,26/10/2004 0:00,5503,2.2,-200,12.2,311,68,17,76.1,1.4582,26,10,2004,0,0,0,1119,1056,624,1562,1099
5504,5504,5504,26/10/2004 1:00,5504,1.6,-200,8,231,60,16.8,74.9,1.4258,26,10,2004,1,0,0,989,900,737,1401,968
5505,5505,5505,26/10/2004 2:00,5505,1,-200,5.5,127,48,15.5,78.5,1.3782,26,10,2004,2,0,0,912,788,822,1331,847
5506,5506,5506,26/10/2004 3:00,5506,1,-200,5.5,-200,-200,15.3,79,1.3605,26,10,2004,3,0,0,904,787,820,1319,852
5507,5507,5507,26/10/2004 4:00,5507,-200,-200,4.3,124,42,15,77.9,1.3197,26,10,2004,4,0,0,851,726,897,1277,799
5508,5508,5508,26/10/2004 5:00,5508,0.9,-200,5.9,138,46,14.8,79.4,1.3312,26,10,2004,5,0,0,902,809,835,1355,834
5509,5509,5509,26/10/2004 6:00,5509,1.4,-200,8.6,228,54,15.7,77,1.3591,26,10,2004,6,0,0,981,923,730,1425,956
5510,5510,5510,26/10/2004 7:00,5510,3,-200,18.7,383,82,16.2,75.9,1.3872,26,10,2004,7,0,0,1267,1260,572,1776,1259
5511,5511,5511,26/10/2004 8:00,5511,4.5,-200,25,581,93,16.3,75.9,1.3991,26,10,2004,8,0,0,1392,1429,469,1990,1494
5512,5512,5512,26/10/2004 9:00,5512,3.8,-200,19.6,545,95,17.7,70.6,1.4202,26,10,2004,9,0,0,1308,1285,522,1781,1458
5513,5513,5513,26/10/2004 10:00,5513,3.4,-200,20.8,593,120,18.3,67.6,1.4103,26,10,2004,10,0,0,1313,1318,511,1820,1491
5514,5514,5514,26/10/2004 11:00,5514,3.5,-200,20.1,602,132,20.1,62,1.4409,26,10,2004,11,0,0,1350,1299,518,1784,1560
5515,5515,5515,26/10/2004 12:00,5515,4.4,-200,26.7,624,146,22.6,54.5,1.4737,26,10,2004,12,0,0,1477,1471,455,2031,1750
5516,5516,5516,26/10/2004 13:00,5516,4,-200,23.6,546,157,24.6,47.1,1.4378,26,10,2004,13,0,0,1409,1393,484,1874,1709
5517,5517,5517,26/10/2004 14:00,5517,4.5,-200,26.4,597,158,24.9,48.3,1.4942,26,10,2004,14,0,0,1495,1465,451,2043,1786
5518,5518,5518,26/10/2004 15:00,5518,5.3,-200,30.9,688,175,24.9,50,1.5522,26,10,2004,15,0,0,1606,1573,419,2165,1900
5519,5519,5519,26/10/2004 16:00,5519,5.8,-200,32.8,760,166,24,55,1.6211,26,10,2004,16,0,0,1669,1615,404,2232,1963
5520,5520,5520,26/10/2004 17:00,5520,8.4,-200,45.9,918,187,23.2,58.7,1.651,26,10,2004,17,0,0,1822,1890,347,2641,2161
5521,5521,5521,26/10/2004 18:00,5521,9.5,-200,52.1,952,180,22.5,61.5,1.6579,26,10,2004,18,0,0,1908,2007,325,2775,2372
5522,5522,5522,26/10/2004 19:00,5522,6.2,-200,36.6,685,134,22.2,61,1.6071,26,10,2004,19,0,0,1664,1699,385,2305,2062
5523,5523,5523,26/10/2004 20:00,5523,5,-200,24,561,127,22.6,58.3,1.5829,26,10,2004,20,0,0,1465,1404,468,1962,1736
5524,5524,5524,26/10/2004 21:00,5524,2.1,-200,9.8,239,95,21,57.4,1.4098,26,10,2004,21,0,0,1076,972,691,1506,1192
5525,5525,5525,26/10/2004 22:00,5525,1.4,-200,7.9,175,79,19.8,63.7,1.4524,26,10,2004,22,0,0,1055,895,758,1468,1043
5526,5526,5526,26/10/2004 23:00,5526,1.6,-200,7.5,169,78,17.7,78.8,1.5855,26,10,2004,23,0,0,1075,878,734,1495,948
5527,5527,5527,27/10/2004 0:00,5527,2,-200,9.2,215,80,17.6,80.5,1.6062,27,10,2004,0,0,0,1135,948,685,1569,992
5528,5528,5528,27/10/2004 1:00,5528,1.2,-200,5.7,115,67,17.4,81.3,1.6066,27,10,2004,1,0,0,998,799,786,1435,867
5529,5529,5529,27/10/2004 2:00,5529,0.8,-200,4.4,94,61,17.4,81,1.6012,27,10,2004,2,0,0,953,734,861,1401,825
5530,5530,5530,27/10/2004 3:00,5530,0.6,-200,3.9,-200,-200,17.2,81.8,1.5856,27,10,2004,3,0,0,926,708,874,1381,803
5531,5531,5531,27/10/2004 4:00,5531,-200,-200,3.1,80,51,17,81,1.5521,27,10,2004,4,0,0,895,656,946,1343,786
5532,5532,5532,27/10/2004 5:00,5532,0.7,-200,5.1,132,56,16.8,81.3,1.5447,27,10,2004,5,0,0,967,767,833,1416,866
5533,5533,5533,27/10/2004 6:00,5533,1.7,-200,10.5,295,68,17.6,78.8,1.5723,27,10,2004,6,0,0,1164,997,641,1606,1113
5534,5534,5534,27/10/2004 7:00,5534,3.4,-200,20.6,517,101,18,75.7,1.5527,27,10,2004,7,0,0,1421,1313,502,1983,1384
5535,5535,5535,27/10/2004 8:00,5535,4.9,-200,28.5,555,119,18,74.8,1.5281,27,10,2004,8,0,0,1465,1515,454,2119,1516
5536,5536,5536,27/10/2004 9:00,5536,2.7,-200,12.7,429,108,18.2,74,1.5343,27,10,2004,9,0,0,1189,1075,614,1652,1222
5537,5537,5537,27/10/2004 10:00,5537,3.2,-200,16.1,561,132,19.7,65.4,1.4854,27,10,2004,10,0,0,1278,1182,585,1734,1354
5538,5538,5538,27/10/2004 11:00,5538,2.7,-200,14.9,427,130,21,57.9,1.4267,27,10,2004,11,0,0,1169,1144,611,1666,1291
5539,5539,5539,27/10/2004 12:00,5539,3.2,-200,16.8,445,129,20.7,58.6,1.4142,27,10,2004,12,0,0,1214,1203,580,1739,1308
5540,5540,5540,27/10/2004 13:00,5540,4.1,-200,21.8,538,117,19.5,67.1,1.506,27,10,2004,13,0,0,1351,1345,502,1923,1420
5541,5541,5541,27/10/2004 14:00,5541,3.6,-200,18.6,556,119,18.5,76.2,1.6045,27,10,2004,14,0,0,1340,1256,537,1842,1297
5542,5542,5542,27/10/2004 15:00,5542,2.8,-200,14.5,370,113,19.6,69.7,1.5675,27,10,2004,15,0,0,1157,1131,623,1675,1157
5543,5543,5543,27/10/2004 16:00,5543,2.1,-200,13.4,257,102,19.9,65.3,1.5066,27,10,2004,16,0,0,1118,1096,647,1649,1130
5544,5544,5544,27/10/2004 17:00,5544,2.4,-200,15.8,266,101,20,63.3,1.4622,27,10,2004,17,0,0,1150,1173,608,1711,1195
5545,5545,5545,27/10/2004 18:00,5545,3.6,-200,20.7,403,116,19.2,66.4,1.4592,27,10,2004,18,0,0,1247,1315,544,1874,1341
5546,5546,5546,27/10/2004 19:00,5546,2.6,-200,16.6,275,101,19.3,67.5,1.4977,27,10,2004,19,0,0,1194,1198,587,1732,1228
5547,5547,5547,27/10/2004 20:00,5547,2.8,-200,15.3,338,94,18.2,71.4,1.4776,27,10,2004,20,0,0,1184,1157,586,1685,1273
5548,5548,5548,27/10/2004 21:00,5548,1.4,-200,8,176,75,17.8,71.2,1.4396,27,10,2004,21,0,0,990,898,748,1442,1006
5549,5549,5549,27/10/2004 22:00,5549,1.1,-200,5.8,159,69,17.6,69.9,1.3969,27,10,2004,22,0,0,933,803,842,1369,898
5550,5550,5550,27/10/2004 23:00,5550,1.3,-200,7,147,60,16,75.9,1.3721,27,10,2004,23,0,0,968,858,796,1388,894
5551,5551,5551,28/10/2004 0:00,5551,0.9,-200,4.5,99,58,16.9,72,1.3749,28,10,2004,0,0,0,861,735,925,1287,789
5552,5552,5552,28/10/2004 1:00,5552,1,-200,5.2,98,51,15.7,76.3,1.3519,28,10,2004,1,0,0,904,774,878,1329,805
5553,5553,5553,28/10/2004 2:00,5553,0.9,-200,4.4,109,45,14.8,78.7,1.3169,28,10,2004,2,0,0,866,734,899,1299,770
5554,5554,5554,28/10/2004 3:00,5554,0.7,-200,4.2,-200,-200,14.8,79.7,1.3286,28,10,2004,3,0,0,881,724,913,1277,776
5555,5555,5555,28/10/2004 4:00,5555,-200,-200,3.8,112,41,14.6,79.9,1.3156,28,10,2004,4,0,0,838,700,936,1268,744
5556,5556,5556,28/10/2004 5:00,5556,0.8,-200,5.2,163,48,15.2,78,1.3382,28,10,2004,5,0,0,905,776,851,1327,825
5557,5557,5557,28/10/2004 6:00,5557,1.6,-200,10,326,61,15.5,77.2,1.3502,28,10,2004,6,0,0,1055,977,703,1506,1013
5558,5558,5558,28/10/2004 7:00,5558,3.4,-200,20,640,88,15.7,76.4,1.3558,28,10,2004,7,0,0,1328,1296,527,1829,1341
5559,5559,5559,28/10/2004 8:00,5559,4.4,-200,25.8,736,102,16,76.4,1.3751,28,10,2004,8,0,0,1401,1449,477,1969,1528
5560,5560,5560,28/10/2004 9:00,5560,3.5,-200,20,667,97,16.7,73.8,1.3886,28,10,2004,9,0,0,1291,1296,529,1752,1432
5561,5561,5561,28/10/2004 10:00,5561,3.4,-200,20.6,677,116,18.6,66.3,1.4047,28,10,2004,10,0,0,1316,1314,526,1780,1499
5562,5562,5562,28/10/2004 11:00,5562,2.4,-200,12.2,425,112,20.4,58.1,1.3762,28,10,2004,11,0,0,1116,1057,639,1532,1236
5563,5563,5563,28/10/2004 12:00,5563,2.3,-200,13.1,349,101,20.6,57.3,1.3792,28,10,2004,12,0,0,1139,1088,625,1580,1180
5564,5564,5564,28/10/2004 13:00,5564,2.6,-200,14.5,332,99,21.6,53.6,1.3669,28,10,2004,13,0,0,1165,1131,609,1640,1196
5565,5565,5565,28/10/2004 14:00,5565,2.9,-200,17.5,412,113,21.4,55.6,1.4015,28,10,2004,14,0,0,1260,1224,571,1731,1301
